City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
525,Beruwala,LK,2022-07-26 20:33:58,6.4788,79.9828,77.05,90,100,1.07,overcast clouds
526,North Platte,US,2022-07-26 20:33:59,41.1239,-100.7654,85.32,67,75,5.99,broken clouds
527,Nicoya,CR,2022-07-26 20:33:59,10.1483,-85.452,82.98,70,62,0.98,broken clouds
528,Magadan,RU,2022-07-26 20:34:00,59.5667,150.8,56.82,87,100,3.96,overcast clouds
529,Kalmunai,LK,2022-07-26 20:29:34,7.4167,81.8167,80.01,81,100,3.11,overcast clouds
530,Northam,GB,2022-07-26 20:34:01,51.0333,-4.2167,60.39,71,0,9.84,clear sky
531,Natuba,BR,2022-07-26 20:34:01,-7.6414,-35.55,68.49,91,88,8.12,overcast clouds
532,Margahayu,ID,2022-07-26 20:34:02,-6.4264,105.8646,76.26,87,98,4.29,overcast clouds
533,Bundaberg,AU,2022-07-26 20:32:08,-24.85,152.35,52.21,75,0,5.01,clear sky
534,Khilok,RU,2022-07-26 20:34:03,51.3674,110.4676,53.71,99,100,8.1,light rain
535,Gasa,PS,2022-07-26 20:34:03,31.5,34.4667,78.73,61,0,3.0,clear sky
536,Bandarbeyla,SO,2022-07-26 20:34:04,9.4942,50.8122,75.99,82,27,31.27,scattered clouds
537,Srivardhan,IN,2022-07-26 20:34:04,18.0333,73.0167,78.89,84,100,0.94,moderate rain
538,Sorong,ID,2022-07-26 20:34:05,-0.8833,131.25,76.1,92,48,7.83,moderate rain
539,Dolni Nemci,CZ,2022-07-26 20:34:06,48.9684,17.5859,66.22,88,0,1.28,clear sky
540,Itaituba,BR,2022-07-26 20:34:07,-4.2761,-55.9836,95.16,52,40,6.91,scattered clouds
541,Morrinhos,BR,2022-07-26 20:34:07,-17.7311,-49.0994,74.23,29,0,4.16,clear sky
542,Tiarei,PF,2022-07-26 20:34:08,-17.5333,-149.3333,80.01,84,100,13.96,light rain
543,Ulladulla,AU,2022-07-26 20:34:08,-35.35,150.4667,46.47,71,12,9.1,few clouds
544,Bambanglipuro,ID,2022-07-26 20:34:09,-7.95,110.2833,70.93,92,44,3.02,scattered clouds
545,Mount Isa,AU,2022-07-26 20:30:21,-20.7333,139.5,53.37,43,0,12.66,clear sky
546,Minamata,JP,2022-07-26 20:34:10,32.2167,130.4,77.45,86,1,1.34,clear sky
547,Guerrero Negro,MX,2022-07-26 20:29:12,27.9769,-114.0611,82.81,47,51,9.42,broken clouds
548,Zaozerne,UA,2022-07-26 20:34:11,45.1582,33.2787,71.17,71,0,6.78,clear sky
549,Cumana,VE,2022-07-26 20:30:31,10.4635,-64.1775,81.43,79,96,9.19,overcast clouds
550,Acapulco,MX,2022-07-26 20:32:34,16.8634,-99.8901,87.62,66,75,4.61,broken clouds
551,Wisconsin Rapids,US,2022-07-26 20:31:27,44.3836,-89.8174,82.29,48,0,6.91,clear sky
552,Palmer,US,2022-07-26 20:30:07,42.1584,-72.3287,81.25,32,89,7.52,overcast clouds
553,Leonidovo,RU,2022-07-26 20:34:13,49.2833,142.8667,61.59,95,89,0.49,overcast clouds
554,Edd,ER,2022-07-26 20:34:14,13.9297,41.6925,90.95,67,100,3.09,overcast clouds
555,Skibbereen,IE,2022-07-26 20:34:15,51.55,-9.2667,60.12,74,100,3.83,overcast clouds
556,Maniitsoq,GL,2022-07-26 20:34:16,65.4167,-52.9,40.71,92,85,9.46,overcast clouds
557,Chapais,CA,2022-07-26 20:34:17,49.7834,-74.8492,56.98,82,94,13.02,overcast clouds
558,Wau,SS,2022-07-26 20:30:06,7.7029,27.9953,71.01,96,88,4.52,overcast clouds
559,Riyadh,SA,2022-07-26 20:34:17,24.6877,46.7219,95.14,13,98,9.28,overcast clouds
560,Pailon,BO,2022-07-26 20:34:18,-17.65,-62.75,89.28,29,4,9.51,clear sky
561,Lodwar,KE,2022-07-26 20:34:19,3.1191,35.5973,83.37,37,52,14.7,broken clouds
562,Lexington,US,2022-07-26 20:32:43,37.9887,-84.4777,80.49,80,100,5.75,overcast clouds
563,Dadri,IN,2022-07-26 20:34:19,28.5667,77.55,86.45,62,100,5.64,overcast clouds
564,Batagay,RU,2022-07-26 20:34:20,67.6333,134.6333,69.19,61,46,3.33,scattered clouds
565,Bardiyah,LY,2022-07-26 20:34:21,31.7561,25.0865,78.96,74,0,16.96,clear sky
566,Ghanzi,BW,2022-07-26 20:34:22,-21.5667,21.7833,61.38,34,20,11.56,few clouds
567,Brae,GB,2022-07-26 20:32:08,60.3964,-1.353,50.13,82,12,9.35,few clouds
568,Rocha,UY,2022-07-26 20:30:08,-34.4833,-54.3333,62.69,95,97,5.77,overcast clouds
569,Fortuna,US,2022-07-26 20:30:10,40.5982,-124.1573,71.92,69,38,3.0,scattered clouds
570,Henties Bay,NA,2022-07-26 20:31:58,-22.116,14.2845,53.83,86,27,7.25,scattered clouds
571,London,GB,2022-07-26 20:33:32,51.5085,-0.1257,66.49,73,100,14.97,overcast clouds
572,Buraydah,SA,2022-07-26 20:34:23,26.326,43.975,99.05,15,76,6.8,broken clouds
573,Algiers,DZ,2022-07-26 20:34:24,36.7525,3.042,80.42,78,20,9.22,few clouds
574,Las Vegas,US,2022-07-26 20:29:59,36.175,-115.1372,93.11,40,0,3.0,clear sky
575,Ostersund,SE,2022-07-26 20:30:41,63.1792,14.6357,55.85,82,100,19.57,overcast clouds
576,Kloulklubed,PW,2022-07-26 20:34:25,7.0419,134.2556,73.9,71,100,2.51,overcast clouds
577,Ketchikan,US,2022-07-26 20:34:26,55.3422,-131.6461,66.67,77,0,11.5,clear sky
578,Maebaru,JP,2022-07-26 20:34:27,33.55,130.2,76.68,87,0,1.03,clear sky
579,Ajdabiya,LY,2022-07-26 20:34:27,30.7554,20.2263,79.74,66,0,11.05,clear sky
580,Tatui,BR,2022-07-26 20:34:28,-23.3556,-47.8569,69.17,57,0,14.27,clear sky
581,Pleasanton,US,2022-07-26 20:30:27,37.6624,-121.8747,89.33,41,0,11.5,clear sky
582,San Pedro,PH,2022-07-26 20:34:29,14.35,121.0167,78.03,92,75,1.14,broken clouds
583,Lyantonde,UG,2022-07-26 20:34:30,-0.4031,31.1572,69.55,50,100,3.4,overcast clouds
584,Mehran,IR,2022-07-26 20:34:31,33.1222,46.1646,92.05,9,0,8.41,clear sky
585,Orlik,RU,2022-07-26 20:34:31,52.5178,99.825,42.64,84,68,0.72,broken clouds
586,Olafsvik,IS,2022-07-26 20:32:30,64.8945,-23.7142,52.5,92,100,16.06,overcast clouds
587,Noumea,NC,2022-07-26 20:34:32,-22.2763,166.4572,68.0,99,0,5.35,clear sky
588,Tucuman,AR,2022-07-26 20:31:49,-26.8241,-65.2226,80.6,50,75,6.91,broken clouds
589,Megion,RU,2022-07-26 20:34:33,61.0296,76.1136,64.42,92,36,5.08,scattered clouds
590,Sumbe,AO,2022-07-26 20:34:34,-11.2061,13.8437,69.57,88,87,8.32,overcast clouds
591,Kambam,ID,2022-07-26 20:34:35,5.2505,96.8629,76.15,89,100,5.91,overcast clouds
592,Vicuna,CL,2022-07-26 20:34:35,-30.0319,-70.7081,66.78,56,0,3.69,clear sky
593,Quang Ngai,VN,2022-07-26 20:34:36,15.1167,108.8,75.25,86,43,3.58,scattered clouds
594,Altamira,BR,2022-07-26 20:32:19,-3.2033,-52.2064,84.29,57,99,3.06,overcast clouds
595,Shuangyang,CN,2022-07-26 20:34:37,43.5242,125.6736,70.27,92,0,1.41,clear sky
596,Kodinsk,RU,2022-07-26 20:32:09,58.6881,99.1844,56.93,97,100,10.33,overcast clouds
597,Alamosa,US,2022-07-26 20:34:38,37.4695,-105.87,73.38,49,0,3.44,clear sky
598,Aldan,RU,2022-07-26 20:34:39,58.6031,125.3894,67.44,70,2,2.06,clear sky
599,Olga,RU,2022-07-26 20:34:39,43.7444,135.2892,67.73,91,100,5.93,overcast clouds
600,Vazante,BR,2022-07-26 20:34:39,-17.9869,-46.9078,73.15,36,0,1.25,clear sky
601,Somerset East,ZA,2022-07-26 20:34:40,-32.7217,25.588,59.36,41,8,5.75,clear sky
602,Kaberamaido,UG,2022-07-26 20:34:41,1.7389,33.1594,69.06,75,80,3.11,light rain
603,Landerneau,FR,2022-07-26 20:34:41,48.4525,-4.2525,63.36,70,0,5.75,clear sky
604,Grindavik,IS,2022-07-26 20:34:43,63.8424,-22.4338,54.07,100,100,18.41,overcast clouds
605,Vytegra,RU,2022-07-26 20:34:44,61.0064,36.4481,62.2,96,30,5.88,scattered clouds
606,Richards Bay,ZA,2022-07-26 20:34:45,-28.783,32.0377,56.91,83,0,7.72,clear sky
607,Baruun-Urt,MN,2022-07-26 20:34:45,46.6806,113.2792,56.28,82,27,4.63,scattered clouds
608,Scarborough,GB,2022-07-26 20:34:10,54.2797,-0.4044,56.77,80,84,1.21,broken clouds
609,Ust-Ishim,RU,2022-07-26 20:34:46,57.6935,71.1665,60.26,97,83,2.04,broken clouds
610,Bara,NG,2022-07-26 20:34:47,10.3744,10.7288,75.63,84,97,6.87,overcast clouds
611,Bubaque,GW,2022-07-26 20:34:47,11.2833,-15.8333,79.97,77,100,10.92,overcast clouds
612,Moron,AR,2022-07-26 20:34:48,-34.6534,-58.6198,71.94,87,97,4.74,overcast clouds
613,Yenagoa,NG,2022-07-26 20:34:48,4.9247,6.2642,74.97,92,95,3.69,overcast clouds
614,Betare Oya,CM,2022-07-26 20:34:49,5.6,14.0833,68.52,96,85,2.57,light rain
615,Nivala,FI,2022-07-26 20:34:51,63.9167,24.9667,63.68,96,91,8.52,overcast clouds
616,Tuensang,IN,2022-07-26 20:34:52,26.2833,94.8333,67.82,99,69,0.89,broken clouds
617,Port Hardy,CA,2022-07-26 20:34:53,50.6996,-127.4199,64.58,77,0,5.75,clear sky
618,Mecca,SA,2022-07-26 20:29:57,21.4267,39.8261,93.96,42,59,1.61,broken clouds
619,Nizhniy Bestyakh,RU,2022-07-26 20:34:54,61.9594,129.9086,54.88,82,0,2.24,clear sky
620,Jamame,SO,2022-07-26 20:34:54,0.0722,42.7506,74.12,80,7,14.25,clear sky
621,George,ZA,2022-07-26 20:34:55,-33.963,22.4617,56.75,62,100,5.75,overcast clouds
622,Flinders,AU,2022-07-26 20:34:56,-34.5833,150.8552,50.18,68,4,10.0,clear sky
623,Vila,PT,2022-07-26 20:34:56,42.0304,-8.1588,61.68,74,0,4.25,clear sky
624,Gaoual,GN,2022-07-26 20:34:57,11.75,-13.2,75.06,96,86,2.57,light rain
625,Hingorja,PK,2022-07-26 20:34:57,27.2109,68.416,82.89,83,100,5.35,light rain
626,Okha,RU,2022-07-26 20:32:08,53.5739,142.9478,55.72,91,100,5.99,overcast clouds
627,Mackay,AU,2022-07-26 20:30:50,-21.15,149.2,58.68,81,0,11.97,clear sky
628,Molochnoye,RU,2022-07-26 20:34:58,59.2917,39.6787,62.26,95,10,6.15,clear sky
629,Kaeo,NZ,2022-07-26 20:34:59,-35.1,173.7833,54.32,89,45,13.47,scattered clouds
630,Beringovskiy,RU,2022-07-26 20:34:27,63.05,179.3167,48.61,83,100,7.18,overcast clouds
631,Alto Araguaia,BR,2022-07-26 20:35:00,-17.3147,-53.2153,80.44,28,0,2.46,clear sky
632,Ludvika,SE,2022-07-26 20:35:01,60.1496,15.1878,58.8,96,96,7.96,light rain
633,Nyurba,RU,2022-07-26 20:35:01,63.2842,118.3319,68.27,86,5,4.7,clear sky
634,Trelew,AR,2022-07-26 20:30:49,-43.249,-65.3051,45.91,93,100,7.85,overcast clouds
635,Pedara,IT,2022-07-26 20:35:02,37.6169,15.0567,77.0,65,0,3.44,clear sky
636,Iranshahr,IR,2022-07-26 20:35:03,27.2025,60.6848,84.54,61,40,13.8,scattered clouds
637,Ukiah,US,2022-07-26 20:35:04,39.1502,-123.2078,100.44,31,0,5.75,clear sky
638,Gweru,ZW,2022-07-26 20:35:04,-19.45,29.8167,51.53,70,0,4.92,clear sky
639,Mishkino,RU,2022-07-26 20:35:05,55.3389,63.9175,64.26,81,100,1.05,overcast clouds
640,Krasnoborsk,RU,2022-07-26 20:35:05,61.5598,45.934,57.02,77,48,3.24,scattered clouds
641,Prainha,BR,2022-07-26 20:35:06,-1.8,-53.48,87.01,54,17,3.94,few clouds
642,Bage,BR,2022-07-26 20:35:06,-31.3314,-54.1069,74.98,69,0,6.91,clear sky
643,Atambua,ID,2022-07-26 20:35:07,-9.1061,124.8925,65.68,87,100,6.15,overcast clouds
644,Silver City,US,2022-07-26 20:35:07,32.7701,-108.2803,84.16,49,40,18.41,scattered clouds
645,Dhidhdhoo,MV,2022-07-26 20:35:08,6.8833,73.1,81.07,78,36,14.94,scattered clouds
646,Kabinda,CD,2022-07-26 20:35:08,-6.1333,24.4833,71.01,35,88,3.83,overcast clouds
647,Podosinovets,RU,2022-07-26 20:35:10,60.2776,47.0659,56.57,78,100,4.83,overcast clouds
648,Chumikan,RU,2022-07-26 20:35:10,54.7183,135.315,53.91,89,3,3.13,clear sky
649,Goderich,CA,2022-07-26 20:30:21,43.7501,-81.7165,74.91,46,0,6.91,clear sky
650,Nuuk,GL,2022-07-26 20:35:11,64.1835,-51.7216,47.01,81,75,6.91,broken clouds
651,Nhulunbuy,AU,2022-07-26 20:35:11,-12.2333,136.7667,74.01,73,75,8.05,broken clouds
652,Kamaishi,JP,2022-07-26 20:35:12,39.2667,141.8833,74.44,92,95,2.84,overcast clouds
653,General Pico,AR,2022-07-26 20:35:13,-35.6566,-63.7568,65.66,83,100,8.01,overcast clouds
654,Izhma,RU,2022-07-26 20:35:14,65.0083,53.9113,52.66,72,46,2.3,scattered clouds
655,Sao Jose Da Coroa Grande,BR,2022-07-26 20:35:14,-8.8978,-35.1478,74.66,84,82,12.26,broken clouds
656,Abu Dhabi,AE,2022-07-26 20:34:22,24.4667,54.3667,95.02,52,0,3.44,clear sky
657,Jefferson City,US,2022-07-26 20:35:15,38.5767,-92.1735,82.83,73,0,0.0,clear sky
658,Ndola,ZM,2022-07-26 20:35:16,-12.9587,28.6366,58.82,51,1,6.96,clear sky
659,Sines,PT,2022-07-26 20:35:17,37.9562,-8.8698,66.29,88,0,8.99,clear sky
660,San Quintin,MX,2022-07-26 20:35:17,30.4833,-115.95,74.03,64,14,12.55,few clouds
661,El Carmen,CO,2022-07-26 20:35:18,8.5106,-73.4478,74.97,89,99,2.35,overcast clouds
662,Diffa,NE,2022-07-26 20:35:18,13.3154,12.6113,87.93,54,76,15.64,broken clouds
663,Chaman,PK,2022-07-26 20:35:19,30.9236,66.4512,82.47,55,27,9.89,scattered clouds
664,Awbari,LY,2022-07-26 20:35:20,26.5921,12.7805,84.92,13,7,7.25,clear sky
665,Maicao,CO,2022-07-26 20:35:21,11.3832,-72.2432,89.35,49,42,15.05,scattered clouds
666,Nang Rong,TH,2022-07-26 20:35:21,14.6377,102.7914,77.67,84,100,5.14,overcast clouds
667,Ust-Kut,RU,2022-07-26 20:35:22,56.7938,105.7672,51.19,98,49,3.4,scattered clouds
668,Viedma,AR,2022-07-26 20:35:22,-40.8135,-62.9967,49.35,98,100,6.73,overcast clouds
669,Bosaso,SO,2022-07-26 20:35:23,11.2842,49.1816,91.31,40,3,16.4,clear sky
670,Male,MV,2022-07-26 20:35:24,4.1748,73.5089,84.15,79,75,17.27,broken clouds
671,Pskov,RU,2022-07-26 20:35:24,57.8136,28.3496,62.51,88,0,2.24,clear sky
672,Caluquembe,AO,2022-07-26 20:35:25,-13.7833,14.6833,59.68,29,1,1.83,clear sky
673,Barreirinhas,BR,2022-07-26 20:35:25,-2.7469,-42.8264,78.51,69,92,7.31,overcast clouds
674,Ngunguru,NZ,2022-07-26 20:35:26,-35.6167,174.5,55.69,76,23,13.8,few clouds
675,Lavumisa,SZ,2022-07-26 20:35:26,-27.31,31.892,55.09,82,0,1.07,clear sky
676,Zholymbet,KZ,2022-07-26 20:35:26,51.7433,71.7122,73.29,34,68,9.51,broken clouds
677,Habiganj,BD,2022-07-26 20:35:27,24.3833,91.4167,76.6,90,23,2.53,few clouds
678,Madang,PG,2022-07-26 20:35:27,-5.2246,145.7966,77.05,91,100,1.28,heavy intensity rain
679,Houlton,US,2022-07-26 20:35:28,46.1262,-67.8403,77.41,49,40,16.11,scattered clouds
680,Sungaipenuh,ID,2022-07-26 20:35:29,-2.0833,101.3833,63.37,94,90,1.05,overcast clouds
681,Marihatag,PH,2022-07-26 20:35:29,8.7936,126.2969,77.14,87,96,5.77,overcast clouds
682,Ormara,PK,2022-07-26 20:35:30,25.2088,64.6357,82.9,81,100,3.94,overcast clouds
683,West Bay,KY,2022-07-26 20:35:31,19.3667,-81.4167,89.67,71,20,9.22,few clouds
684,Yarumal,CO,2022-07-26 20:35:31,6.9632,-75.4174,59.31,92,72,3.4,broken clouds
685,Umm Kaddadah,SD,2022-07-26 20:35:32,13.6017,26.6876,90.75,34,100,12.08,overcast clouds
686,Kashi,CN,2022-07-26 20:35:33,39.4547,75.9797,88.81,18,38,6.71,dust
687,Tiznit,MA,2022-07-26 20:35:33,29.5833,-9.5,85.26,31,0,4.05,clear sky
688,Punahana,IN,2022-07-26 20:35:34,27.8667,77.2,84.97,69,95,7.23,overcast clouds
689,Severnyy,RU,2022-07-26 20:35:35,50.677,36.5532,64.44,94,27,4.47,scattered clouds
690,Tatarsk,RU,2022-07-26 20:31:21,55.219,75.9828,65.32,82,98,6.69,light rain
691,Omsukchan,RU,2022-07-26 20:35:36,62.5333,155.8,60.15,43,100,4.36,overcast clouds
692,Sobolevo,RU,2022-07-26 20:35:36,54.4299,31.8996,61.68,89,4,2.35,clear sky
693,Caceres,ES,2022-07-26 20:35:37,39.522,-6.3748,76.98,36,0,14.5,clear sky
694,Huangnihe,CN,2022-07-26 20:35:38,43.5583,128.0239,67.71,95,8,1.5,clear sky
